order_id,product_code,product_name,quantity,price,discount
154,PROD-139,Expanded system-worthy Internet solution,1,53.18,0
154,PROD-121,Ergonomic directional circuit,1,8.77,0
155,PROD-054,Persistent grid-enabled workforce,2,80.68,0
155,PROD-057,Future-proofed responsive database,3,87.62,0
155,PROD-162,Team-oriented full-range architecture,1,127.42,0
156,PROD-050,User-centric actuating portal,2,128.56,0.05
156,PROD-071,Profit-focused discrete projection,3,135.57,0
157,PROD-018,Fundamental impactful encoding,3,104.92,0.18
157,PROD-010,Reactive discrete groupware,2,41.21,0
157,PROD-157,Synergized uniform utilization,3,54.12,0
157,PROD-084,Advanced dedicated initiative,3,132.92,0
158,PROD-187,Open-architected eco-centric emulation,3,53.45,0
158,PROD-042,Universal bifurcated frame,2,110.1,0
159,PROD-129,Inverse systemic implementation,1,128.0,0
159,PROD-131,Realigned incremental instruction set,2,118.82,0
160,PROD-123,Pre-emptive analyzing orchestration,3,92.97,0.05
160,PROD-112,Profound executive model,1,38.65,0.07
161,PROD-057,Future-proofed responsive database,1,103.95,0.21
161,PROD-112,Profound executive model,1,102.66,0.22
162,PROD-070,Horizontal even-keeled budgetary management,1,30.61,0.08
162,PROD-011,Optional empowering ability,3,35.53,0
162,PROD-050,User-centric actuating portal,1,106.52,0
162,PROD-142,Innovative web-enabled core,1,17.55,0
163,PROD-028,Sharable scalable time-frame,1,43.45,0
163,PROD-031,Seamless homogeneous matrix,2,27.79,0
164,PROD-099,Expanded national approach,1,89.17,0.11
164,PROD-055,Digitized systematic budgetary management,3,121.13,0
164,PROD-017,Right-sized bifurcated support,3,16.96,0
164,PROD-113,Up-sized full-range workforce,2,119.09,0
164,PROD-077,Enhanced modular project,2,140.92,0.27
165,PROD-100,Total needs-based concept,1,38.2,0.09
165,PROD-137,Re-engineered object-oriented neural-net,1,114.78,0
165,PROD-105,Enhanced client-server installation,2,100.6,0
166,PROD-048,Future-proofed human-resource service-desk,2,28.14,0
166,PROD-186,Exclusive zero-defect support,2,124.39,0
166,PROD-113,Up-sized full-range workforce,3,58.83,0
166,PROD-074,Re-engineered neutral interface,2,133.19,0
167,PROD-084,Advanced dedicated initiative,3,17.1,0.15
167,PROD-089,Robust grid-enabled interface,1,82.85,0
167,PROD-132,Customizable motivating focus group,2,81.46,0
167,PROD-170,Mandatory fresh-thinking contingency,2,75.56,0
167,PROD-081,Grass-roots discrete parallelism,2,48.72,0
168,PROD-016,Universal user-facing matrices,3,120.79,0
168,PROD-123,Pre-emptive analyzing orchestration,3,145.88,0
168,PROD-012,Open-source clear-thinking hierarchy,1,134.03,0.23
169,PROD-104,Monitored user-facing moratorium,2,21.14,0
169,PROD-050,User-centric actuating portal,2,82.32,0
169,PROD-098,Operative well-modulated artificial intelligence,3,96.2,0.08
169,PROD-144,Self-enabling content-based moratorium,1,92.77,0.0
169,PROD-137,Re-engineered object-oriented neural-net,3,30.41,0.11
170,PROD-147,Switchable scalable process improvement,3,73.98,0
170,PROD-122,Advanced motivating complexity,1,90.79,0
170,PROD-113,Up-sized full-range workforce,2,122.14,0.05
170,PROD-180,Exclusive tangible core,3,129.7,0
171,PROD-198,Persevering systemic moderator,3,139.57,0
171,PROD-144,Self-enabling content-based moratorium,3,129.21,0
171,PROD-052,Organized interactive collaboration,1,52.0,0.13
171,PROD-132,Customizable motivating focus group,2,89.04,0
171,PROD-068,Reduced disintermediate workforce,2,128.26,0
172,PROD-121,Ergonomic directional circuit,2,94.23,0
172,PROD-186,Exclusive zero-defect support,3,52.86,0
172,PROD-003,Open-source non-volatile emulation,1,111.72,0
173,PROD-010,Reactive discrete groupware,3,82.46,0
173,PROD-111,Robust optimizing database,3,9.67,0
174,PROD-034,Synergized executive strategy,3,21.84,0
174,PROD-151,Business-focused tertiary initiative,2,104.2,0
174,PROD-047,Multi-tiered full-range standardization,2,54.14,0.19
174,PROD-044,Seamless mission-critical project,2,75.61,0.12
174,PROD-199,Team-oriented grid-enabled success,2,65.91,0.17
175,PROD-145,Multi-layered scalable workforce,1,43.0,0
175,PROD-127,Multi-channeled methodical matrix,2,143.99,0
175,PROD-165,Right-sized heuristic matrix,1,9.65,0.03
175,PROD-015,Organic composite database,3,146.5,0.22
175,PROD-144,Self-enabling content-based moratorium,2,41.96,0.07
176,PROD-020,Managed fresh-thinking protocol,3,127.65,0
176,PROD-115,Customer-focused 4thgeneration process improvement,2,91.78,0
177,PROD-137,Re-engineered object-oriented neural-net,1,92.03,0.15
178,PROD-010,Reactive discrete groupware,1,38.14,0.26
178,PROD-108,Team-oriented asynchronous utilization,1,141.55,0.24
178,PROD-105,Enhanced client-server installation,2,23.81,0.19
178,PROD-050,User-centric actuating portal,2,75.9,0
179,PROD-095,Progressive disintermediate standardization,1,127.56,0
180,PROD-167,Visionary tangible forecast,2,79.02,0
180,PROD-105,Enhanced client-server installation,1,117.65,0
181,PROD-016,Universal user-facing matrices,3,7.66,0
181,PROD-022,Fundamental multi-state info-mediaries,3,35.76,0
182,PROD-060,Visionary background superstructure,3,39.06,0
182,PROD-017,Right-sized bifurcated support,1,102.12,0
183,PROD-140,Universal attitude-oriented Local Area Network,2,71.5,0
183,PROD-043,Grass-roots well-modulated data-warehouse,3,50.72,0
184,PROD-086,Balanced multi-state superstructure,2,111.63,0.22
184,PROD-114,Open-source directional budgetary management,2,16.08,0.15
184,PROD-076,Reactive dedicated encoding,3,62.28,0
185,PROD-085,Synchronized solution-oriented collaboration,3,5.0,0.04
185,PROD-136,Expanded homogeneous intranet,3,45.06,0.27
185,PROD-120,Optimized dynamic Internet solution,1,54.19,0.08
186,PROD-117,Integrated dedicated neural-net,2,84.06,0.13
186,PROD-096,Customer-focused discrete analyzer,2,132.53,0
186,PROD-023,Integrated mobile website,1,127.19,0
187,PROD-079,Extended logistical collaboration,1,132.58,0
187,PROD-187,Open-architected eco-centric emulation,3,11.79,0
188,PROD-066,Object-based systematic support,1,63.63,0
188,PROD-168,Operative explicit model,3,111.77,0
188,PROD-078,Vision-oriented directional standardization,2,95.5,0
188,PROD-040,Seamless modular implementation,1,16.1,0
189,PROD-146,Vision-oriented regional archive,2,48.51,0.23
189,PROD-120,Optimized dynamic Internet solution,1,80.39,0
190,PROD-042,Universal bifurcated frame,2,134.59,0
190,PROD-065,Configurable optimal access,2,18.97,0.25
190,PROD-068,Reduced disintermediate workforce,2,45.03,0
191,PROD-111,Robust optimizing database,2,72.87,0.22
191,PROD-088,Centralized 3rdgeneration orchestration,3,83.52,0
191,PROD-175,Reduced zero administration capability,2,52.09,0
192,PROD-112,Profound executive model,1,118.28,0.29
192,PROD-184,Versatile disintermediate toolset,2,139.99,0
192,PROD-078,Vision-oriented directional standardization,2,123.02,0
192,PROD-141,Vision-oriented optimal support,3,116.1,0
192,PROD-156,Team-oriented dedicated approach,2,37.56,0.12
193,PROD-129,Inverse systemic implementation,3,128.32,0
193,PROD-149,Assimilated bottom-line model,1,30.39,0.07
193,PROD-086,Balanced multi-state superstructure,3,114.91,0
193,PROD-064,Automated reciprocal software,1,116.47,0
193,PROD-010,Reactive discrete groupware,2,29.19,0.29
194,PROD-189,Mandatory fresh-thinking framework,1,109.11,0.15
194,PROD-163,Reduced client-driven matrix,3,47.59,0.18
195,PROD-022,Fundamental multi-state info-mediaries,1,57.64,0.07
195,PROD-179,Object-based zero-defect functionalities,1,60.27,0
196,PROD-144,Self-enabling content-based moratorium,3,12.17,0
196,PROD-084,Advanced dedicated initiative,2,74.3,0
196,PROD-019,Adaptive zero-defect portal,3,99.76,0
196,PROD-199,Team-oriented grid-enabled success,1,94.56,0
197,PROD-092,Function-based well-modulated project,3,100.32,0
197,PROD-103,Self-enabling encompassing hub,2,72.35,0.22
197,PROD-191,Adaptive client-driven encoding,3,32.64,0
198,PROD-193,Vision-oriented empowering process improvement,2,114.32,0
198,PROD-056,Programmable radical instruction set,2,32.48,0
198,PROD-046,Stand-alone incremental process improvement,3,67.15,0
198,PROD-024,Devolved heuristic open architecture,1,106.62,0.18
199,PROD-117,Integrated dedicated neural-net,2,111.49,0
199,PROD-068,Reduced disintermediate workforce,2,58.13,0
199,PROD-015,Organic composite database,2,144.35,0
199,PROD-132,Customizable motivating focus group,1,63.9,0.2
199,PROD-048,Future-proofed human-resource service-desk,3,85.4,0.11
200,PROD-178,Multi-layered 24/7 customer loyalty,2,119.91,0
200,PROD-147,Switchable scalable process improvement,3,130.35,0
200,PROD-137,Re-engineered object-oriented neural-net,3,88.06,0.25
200,PROD-190,Reduced needs-based workforce,2,87.47,0
201,PROD-165,Right-sized heuristic matrix,1,140.24,0
202,PROD-189,Mandatory fresh-thinking framework,3,122.38,0.17
202,PROD-008,Secured neutral project,3,61.25,0
202,PROD-094,Cross-group global structure,3,45.47,0
203,PROD-188,Programmable local archive,3,117.47,0
203,PROD-018,Fundamental impactful encoding,3,8.77,0
203,PROD-066,Object-based systematic support,3,57.11,0.07
204,PROD-012,Open-source clear-thinking hierarchy,2,121.41,0.2
205,PROD-156,Team-oriented dedicated approach,3,50.36,0
205,PROD-161,Reduced heuristic focus group,1,134.32,0
205,PROD-027,Proactive reciprocal leverage,3,5.97,0.28
205,PROD-004,Persistent human-resource software,1,10.8,0.23
205,PROD-039,Ameliorated multimedia conglomeration,2,68.27,0
206,PROD-036,Reduced mission-critical standardization,1,142.92,0
206,PROD-100,Total needs-based concept,3,145.17,0
206,PROD-125,Visionary bifurcated moratorium,3,119.49,0.01
206,PROD-017,Right-sized bifurcated support,3,70.71,0
206,PROD-085,Synchronized solution-oriented collaboration,1,82.73,0
207,PROD-031,Seamless homogeneous matrix,1,97.19,0.26
207,PROD-195,Enhanced composite interface,2,111.08,0.11
207,PROD-102,Cloned global customer loyalty,3,83.35,0
207,PROD-178,Multi-layered 24/7 customer loyalty,3,61.67,0
207,PROD-197,Seamless zero-defect analyzer,2,24.34,0
208,PROD-187,Open-architected eco-centric emulation,2,126.94,0
208,PROD-051,Focused radical infrastructure,2,15.09,0
208,PROD-065,Configurable optimal access,3,148.02,0.24
209,PROD-137,Re-engineered object-oriented neural-net,2,41.83,0
210,PROD-032,Multi-layered holistic project,1,144.95,0
210,PROD-023,Integrated mobile website,1,96.64,0
210,PROD-146,Vision-oriented regional archive,3,27.26,0
210,PROD-015,Organic composite database,3,10.72,0
210,PROD-100,Total needs-based concept,1,122.92,0
211,PROD-134,Configurable solution-oriented capacity,2,44.82,0
211,PROD-022,Fundamental multi-state info-mediaries,2,47.13,0.13
211,PROD-185,Multi-tiered secondary installation,3,146.25,0
211,PROD-172,Assimilated local capability,1,34.22,0
211,PROD-041,Operative demand-driven groupware,3,12.42,0.06
212,PROD-095,Progressive disintermediate standardization,1,144.12,0.02
212,PROD-164,Reactive incremental artificial intelligence,3,136.4,0
212,PROD-025,Fundamental zero administration workforce,2,92.29,0
213,PROD-187,Open-architected eco-centric emulation,1,9.03,0.13
213,PROD-035,Function-based homogeneous budgetary management,3,146.57,0.26
213,PROD-041,Operative demand-driven groupware,3,90.23,0.12
213,PROD-012,Open-source clear-thinking hierarchy,1,12.14,0
214,PROD-030,Ergonomic multi-tasking encryption,2,89.07,0
214,PROD-021,Implemented national analyzer,2,49.08,0
214,PROD-065,Configurable optimal access,2,15.59,0.01
214,PROD-066,Object-based systematic support,3,59.64,0
214,PROD-053,Front-line analyzing knowledge user,1,50.91,0
215,PROD-111,Robust optimizing database,3,23.34,0.16
215,PROD-157,Synergized uniform utilization,2,66.17,0
215,PROD-028,Sharable scalable time-frame,3,118.12,0.13
215,PROD-021,Implemented national analyzer,2,116.63,0
215,PROD-145,Multi-layered scalable workforce,3,136.79,0
216,PROD-019,Adaptive zero-defect portal,1,10.89,0
216,PROD-049,Public-key bandwidth-monitored encryption,2,122.84,0
217,PROD-158,Persistent methodical monitoring,1,14.58,0
217,PROD-066,Object-based systematic support,1,14.1,0
217,PROD-074,Re-engineered neutral interface,2,110.56,0
217,PROD-015,Organic composite database,3,32.76,0
217,PROD-010,Reactive discrete groupware,2,72.2,0
218,PROD-175,Reduced zero administration capability,1,12.04,0
219,PROD-120,Optimized dynamic Internet solution,1,64.58,0
220,PROD-187,Open-architected eco-centric emulation,3,130.98,0
221,PROD-101,Enterprise-wide stable utilization,1,148.77,0
221,PROD-124,Sharable uniform archive,2,130.95,0
221,PROD-040,Seamless modular implementation,3,135.33,0.01
221,PROD-146,Vision-oriented regional archive,3,41.15,0.17
222,PROD-046,Stand-alone incremental process improvement,2,144.0,0
222,PROD-040,Seamless modular implementation,2,119.31,0.19
222,PROD-113,Up-sized full-range workforce,3,140.45,0
222,PROD-146,Vision-oriented regional archive,3,112.24,0.11
222,PROD-068,Reduced disintermediate workforce,3,98.4,0
223,PROD-016,Universal user-facing matrices,1,64.71,0.04
223,PROD-099,Expanded national approach,3,54.01,0
223,PROD-052,Organized interactive collaboration,3,73.17,0
224,PROD-104,Monitored user-facing moratorium,3,61.51,0
224,PROD-183,Function-based fresh-thinking encryption,3,13.53,0.15
225,PROD-022,Fundamental multi-state info-mediaries,3,114.46,0
225,PROD-095,Progressive disintermediate standardization,1,133.89,0
226,PROD-127,Multi-channeled methodical matrix,3,53.14,0
226,PROD-187,Open-architected eco-centric emulation,1,69.13,0
226,PROD-074,Re-engineered neutral interface,2,38.27,0
226,PROD-106,Cross-platform radical budgetary management,1,132.5,0.11
226,PROD-047,Multi-tiered full-range standardization,2,42.99,0
227,PROD-194,Profound empowering help-desk,1,135.56,0.29
227,PROD-178,Multi-layered 24/7 customer loyalty,3,53.49,0.26
227,PROD-015,Organic composite database,3,45.21,0
227,PROD-022,Fundamental multi-state info-mediaries,1,52.97,0
227,PROD-190,Reduced needs-based workforce,1,76.22,0.18
228,PROD-036,Reduced mission-critical standardization,2,105.51,0
228,PROD-156,Team-oriented dedicated approach,1,104.04,0
229,PROD-164,Reactive incremental artificial intelligence,2,6.95,0
229,PROD-068,Reduced disintermediate workforce,2,72.7,0
230,PROD-083,Reduced content-based methodology,1,108.73,0
231,PROD-081,Grass-roots discrete parallelism,3,60.64,0
231,PROD-071,Profit-focused discrete projection,1,102.19,0
231,PROD-106,Cross-platform radical budgetary management,2,62.58,0
232,PROD-018,Fundamental impactful encoding,1,112.93,0.04
232,PROD-200,Monitored 24/7 groupware,1,17.4,0
232,PROD-153,Re-engineered optimizing ability,3,69.28,0
232,PROD-120,Optimized dynamic Internet solution,3,113.41,0
233,PROD-013,Persevering modular support,2,65.22,0.1
233,PROD-185,Multi-tiered secondary installation,2,140.04,0.12
233,PROD-089,Robust grid-enabled interface,2,45.48,0.12
233,PROD-031,Seamless homogeneous matrix,2,82.02,0.11
233,PROD-068,Reduced disintermediate workforce,3,86.72,0
234,PROD-037,Networked value-added complexity,3,120.71,0
234,PROD-195,Enhanced composite interface,3,63.82,0
234,PROD-060,Visionary background superstructure,1,98.4,0.04
234,PROD-088,Centralized 3rdgeneration orchestration,3,121.63,0
235,PROD-117,Integrated dedicated neural-net,2,123.22,0
236,PROD-184,Versatile disintermediate toolset,2,99.37,0.13
236,PROD-146,Vision-oriented regional archive,2,83.87,0
236,PROD-073,Digitized demand-driven superstructure,1,124.5,0
236,PROD-160,Customer-focused executive protocol,3,18.71,0.12
236,PROD-085,Synchronized solution-oriented collaboration,2,118.33,0.13
237,PROD-172,Assimilated local capability,3,81.74,0
237,PROD-193,Vision-oriented empowering process improvement,2,23.56,0
238,PROD-160,Customer-focused executive protocol,2,45.47,0.05
238,PROD-079,Extended logistical collaboration,3,53.74,0
238,PROD-035,Function-based homogeneous budgetary management,1,51.75,0
239,PROD-075,Up-sized discrete database,1,123.01,0
240,PROD-004,Persistent human-resource software,1,15.16,0
240,PROD-198,Persevering systemic moderator,2,103.25,0
240,PROD-007,Adaptive motivating conglomeration,1,25.09,0
240,PROD-039,Ameliorated multimedia conglomeration,1,131.28,0.06
241,PROD-193,Vision-oriented empowering process improvement,2,53.74,0.12
241,PROD-102,Cloned global customer loyalty,2,144.16,0.27
241,PROD-118,Progressive bi-directional customer loyalty,3,45.38,0
241,PROD-024,Devolved heuristic open architecture,2,130.76,0
242,PROD-029,Object-based holistic architecture,3,126.12,0
242,PROD-050,User-centric actuating portal,3,149.69,0
242,PROD-167,Visionary tangible forecast,1,119.49,0
243,PROD-123,Pre-emptive analyzing orchestration,2,91.55,0.01
244,PROD-198,Persevering systemic moderator,1,34.27,0
244,PROD-144,Self-enabling content-based moratorium,2,90.18,0
245,PROD-108,Team-oriented asynchronous utilization,3,22.26,0.19
245,PROD-050,User-centric actuating portal,3,104.99,0
246,PROD-148,Automated multi-tasking matrices,1,97.55,0
246,PROD-175,Reduced zero administration capability,1,97.21,0.02
246,PROD-011,Optional empowering ability,2,147.47,0
246,PROD-186,Exclusive zero-defect support,1,58.93,0.18
246,PROD-103,Self-enabling encompassing hub,1,126.21,0
247,PROD-018,Fundamental impactful encoding,1,12.21,0
248,PROD-041,Operative demand-driven groupware,1,108.28,0
248,PROD-142,Innovative web-enabled core,3,145.49,0.11
248,PROD-044,Seamless mission-critical project,3,13.0,0.19
249,PROD-066,Object-based systematic support,3,22.33,0.25
250,PROD-160,Customer-focused executive protocol,1,33.44,0
251,PROD-131,Realigned incremental instruction set,1,70.61,0
251,PROD-151,Business-focused tertiary initiative,3,139.48,0
251,PROD-199,Team-oriented grid-enabled success,3,7.76,0
252,PROD-072,Devolved intangible superstructure,1,5.28,0.06
252,PROD-199,Team-oriented grid-enabled success,3,58.26,0.02
252,PROD-179,Object-based zero-defect functionalities,2,66.75,0.04
252,PROD-157,Synergized uniform utilization,2,59.6,0
253,PROD-198,Persevering systemic moderator,3,107.97,0
253,PROD-118,Progressive bi-directional customer loyalty,1,56.94,0
253,PROD-061,Cross-group tertiary customer loyalty,2,16.32,0
254,PROD-164,Reactive incremental artificial intelligence,2,20.86,0
254,PROD-159,Versatile even-keeled open system,2,22.63,0
255,PROD-040,Seamless modular implementation,2,13.89,0.2
255,PROD-073,Digitized demand-driven superstructure,2,107.41,0
255,PROD-116,Stand-alone fault-tolerant Internet solution,3,70.9,0
256,PROD-070,Horizontal even-keeled budgetary management,2,115.49,0
257,PROD-161,Reduced heuristic focus group,1,60.2,0
257,PROD-091,Open-source hybrid capacity,2,104.89,0
257,PROD-179,Object-based zero-defect functionalities,3,59.19,0
257,PROD-053,Front-line analyzing knowledge user,3,40.07,0
257,PROD-175,Reduced zero administration capability,3,131.59,0
258,PROD-131,Realigned incremental instruction set,3,100.27,0
258,PROD-109,Vision-oriented actuating moderator,2,80.94,0.27
259,PROD-191,Adaptive client-driven encoding,1,70.54,0
259,PROD-173,Persevering bi-directional flexibility,1,44.64,0
259,PROD-060,Visionary background superstructure,3,33.93,0
259,PROD-112,Profound executive model,2,23.62,0
260,PROD-080,Face-to-face tangible protocol,2,40.75,0.2
260,PROD-032,Multi-layered holistic project,3,84.44,0
261,PROD-006,Self-enabling impactful website,1,76.92,0.14
261,PROD-093,Networked clear-thinking Graphic Interface,1,66.0,0.24
261,PROD-176,Synergized interactive analyzer,1,49.2,0
262,PROD-092,Function-based well-modulated project,2,119.13,0
262,PROD-148,Automated multi-tasking matrices,1,33.12,0
262,PROD-188,Programmable local archive,3,30.3,0.28
263,PROD-119,Customer-focused reciprocal parallelism,2,137.94,0
263,PROD-015,Organic composite database,1,90.66,0
263,PROD-134,Configurable solution-oriented capacity,3,18.2,0.06
263,PROD-086,Balanced multi-state superstructure,2,50.39,0
263,PROD-008,Secured neutral project,3,100.05,0
264,PROD-068,Reduced disintermediate workforce,3,43.25,0
264,PROD-112,Profound executive model,1,84.97,0
264,PROD-038,Customizable interactive focus group,3,71.14,0
264,PROD-095,Progressive disintermediate standardization,1,68.32,0
264,PROD-051,Focused radical infrastructure,1,55.61,0.27
265,PROD-070,Horizontal even-keeled budgetary management,2,34.76,0
265,PROD-134,Configurable solution-oriented capacity,3,12.52,0
265,PROD-155,Managed analyzing extranet,2,96.82,0
265,PROD-087,Synchronized attitude-oriented methodology,1,28.34,0
265,PROD-053,Front-line analyzing knowledge user,3,140.18,0.24
266,PROD-058,Streamlined context-sensitive parallelism,2,74.25,0.0
266,PROD-158,Persistent methodical monitoring,2,139.47,0
266,PROD-089,Robust grid-enabled interface,1,34.97,0
266,PROD-200,Monitored 24/7 groupware,1,120.03,0
267,PROD-049,Public-key bandwidth-monitored encryption,3,85.44,0
267,PROD-177,Front-line methodical attitude,1,14.08,0
268,PROD-118,Progressive bi-directional customer loyalty,3,107.93,0
268,PROD-009,Up-sized actuating portal,1,18.28,0
269,PROD-139,Expanded system-worthy Internet solution,1,121.39,0
269,PROD-101,Enterprise-wide stable utilization,3,98.61,0
269,PROD-192,Sharable even-keeled service-desk,3,129.58,0
269,PROD-086,Balanced multi-state superstructure,2,142.78,0
269,PROD-019,Adaptive zero-defect portal,3,30.92,0
270,PROD-077,Enhanced modular project,3,53.64,0.07
271,PROD-063,Programmable high-level capability,1,19.99,0
271,PROD-156,Team-oriented dedicated approach,2,9.88,0
271,PROD-023,Integrated mobile website,3,66.31,0
271,PROD-071,Profit-focused discrete projection,2,49.2,0
271,PROD-077,Enhanced modular project,1,147.45,0.28
272,PROD-176,Synergized interactive analyzer,2,90.7,0.02
272,PROD-096,Customer-focused discrete analyzer,1,8.98,0.0
273,PROD-124,Sharable uniform archive,2,94.21,0
273,PROD-161,Reduced heuristic focus group,2,75.55,0.25
274,PROD-121,Ergonomic directional circuit,1,144.47,0
275,PROD-131,Realigned incremental instruction set,1,48.47,0
276,PROD-126,Realigned uniform artificial intelligence,3,72.73,0
276,PROD-137,Re-engineered object-oriented neural-net,2,46.5,0.04
277,PROD-176,Synergized interactive analyzer,1,88.66,0
278,PROD-053,Front-line analyzing knowledge user,1,108.27,0.23
278,PROD-074,Re-engineered neutral interface,2,18.56,0
278,PROD-101,Enterprise-wide stable utilization,2,95.42,0.13
278,PROD-106,Cross-platform radical budgetary management,3,54.74,0.11
278,PROD-109,Vision-oriented actuating moderator,1,142.34,0
279,PROD-060,Visionary background superstructure,2,123.99,0
279,PROD-089,Robust grid-enabled interface,2,68.21,0
279,PROD-153,Re-engineered optimizing ability,3,38.26,0
279,PROD-108,Team-oriented asynchronous utilization,2,80.1,0
279,PROD-173,Persevering bi-directional flexibility,3,83.81,0
280,PROD-071,Profit-focused discrete projection,3,83.7,0
281,PROD-021,Implemented national analyzer,3,133.59,0
281,PROD-180,Exclusive tangible core,3,120.44,0
281,PROD-096,Customer-focused discrete analyzer,2,52.99,0
281,PROD-010,Reactive discrete groupware,1,77.48,0
282,PROD-154,Cross-platform coherent hardware,2,18.3,0
282,PROD-037,Networked value-added complexity,3,95.07,0
282,PROD-061,Cross-group tertiary customer loyalty,1,11.91,0
282,PROD-162,Team-oriented full-range architecture,1,7.99,0
282,PROD-019,Adaptive zero-defect portal,2,133.04,0
283,PROD-015,Organic composite database,1,124.05,0
283,PROD-099,Expanded national approach,3,143.31,0
283,PROD-176,Synergized interactive analyzer,1,68.3,0
284,PROD-191,Adaptive client-driven encoding,1,96.38,0
284,PROD-115,Customer-focused 4thgeneration process improvement,2,19.7,0
284,PROD-130,Multi-layered object-oriented functionalities,1,129.87,0.2
284,PROD-161,Reduced heuristic focus group,1,35.12,0
285,PROD-071,Profit-focused discrete projection,3,79.2,0
286,PROD-095,Progressive disintermediate standardization,2,93.5,0.26
286,PROD-174,Adaptive maximized benchmark,3,68.86,0
287,PROD-087,Synchronized attitude-oriented methodology,3,128.63,0.11
288,PROD-038,Customizable interactive focus group,2,35.39,0
289,PROD-096,Customer-focused discrete analyzer,3,28.38,0
289,PROD-074,Re-engineered neutral interface,1,9.29,0
289,PROD-046,Stand-alone incremental process improvement,1,119.25,0
290,PROD-150,Synergized full-range parallelism,3,72.96,0
290,PROD-198,Persevering systemic moderator,2,77.73,0
290,PROD-193,Vision-oriented empowering process improvement,1,10.56,0
290,PROD-191,Adaptive client-driven encoding,2,7.36,0.27
290,PROD-038,Customizable interactive focus group,3,144.76,0
291,PROD-038,Customizable interactive focus group,2,26.5,0
291,PROD-146,Vision-oriented regional archive,3,58.73,0
291,PROD-071,Profit-focused discrete projection,2,109.36,0
291,PROD-029,Object-based holistic architecture,2,68.96,0
292,PROD-017,Right-sized bifurcated support,3,108.3,0
292,PROD-031,Seamless homogeneous matrix,2,83.51,0
292,PROD-159,Versatile even-keeled open system,1,51.89,0
292,PROD-193,Vision-oriented empowering process improvement,1,148.27,0
292,PROD-071,Profit-focused discrete projection,2,21.62,0
293,PROD-168,Operative explicit model,2,148.02,0
293,PROD-045,Open-architected transitional projection,3,127.98,0
293,PROD-136,Expanded homogeneous intranet,3,42.89,0
293,PROD-145,Multi-layered scalable workforce,3,104.22,0
293,PROD-043,Grass-roots well-modulated data-warehouse,2,78.28,0
294,PROD-138,Extended client-server complexity,3,98.62,0
295,PROD-025,Fundamental zero administration workforce,3,10.83,0.22
295,PROD-008,Secured neutral project,1,72.06,0
296,PROD-150,Synergized full-range parallelism,2,74.79,0
296,PROD-059,Monitored systemic contingency,3,102.52,0.17
297,PROD-031,Seamless homogeneous matrix,2,91.43,0.22
297,PROD-013,Persevering modular support,1,90.67,0
297,PROD-058,Streamlined context-sensitive parallelism,2,63.95,0
297,PROD-038,Customizable interactive focus group,3,82.84,0
298,PROD-080,Face-to-face tangible protocol,2,87.26,0
298,PROD-166,Multi-channeled disintermediate firmware,3,99.69,0
298,PROD-140,Universal attitude-oriented Local Area Network,1,142.38,0
298,PROD-016,Universal user-facing matrices,1,35.25,0
299,PROD-157,Synergized uniform utilization,2,84.29,0
299,PROD-184,Versatile disintermediate toolset,2,97.6,0
299,PROD-073,Digitized demand-driven superstructure,2,83.28,0
300,PROD-140,Universal attitude-oriented Local Area Network,3,113.94,0
301,PROD-041,Operative demand-driven groupware,3,33.32,0
301,PROD-049,Public-key bandwidth-monitored encryption,2,48.64,0
301,PROD-038,Customizable interactive focus group,3,104.36,0.12
301,PROD-034,Synergized executive strategy,1,33.56,0
301,PROD-150,Synergized full-range parallelism,3,142.39,0
302,PROD-091,Open-source hybrid capacity,1,76.3,0
302,PROD-032,Multi-layered holistic project,3,18.83,0
303,PROD-088,Centralized 3rdgeneration orchestration,3,141.21,0
303,PROD-046,Stand-alone incremental process improvement,1,135.82,0
304,PROD-039,Ameliorated multimedia conglomeration,2,78.2,0
305,PROD-052,Organized interactive collaboration,1,49.58,0
305,PROD-131,Realigned incremental instruction set,2,55.31,0
305,PROD-003,Open-source non-volatile emulation,2,29.28,0
305,PROD-166,Multi-channeled disintermediate firmware,1,88.86,0
305,PROD-121,Ergonomic directional circuit,3,91.56,0
306,PROD-030,Ergonomic multi-tasking encryption,3,131.47,0.16
306,PROD-198,Persevering systemic moderator,2,47.54,0
306,PROD-175,Reduced zero administration capability,1,94.77,0
307,PROD-133,Virtual tangible algorithm,3,43.42,0.18
307,PROD-036,Reduced mission-critical standardization,2,105.4,0
307,PROD-056,Programmable radical instruction set,3,62.68,0.16
307,PROD-035,Function-based homogeneous budgetary management,2,95.73,0
308,PROD-149,Assimilated bottom-line model,1,74.99,0.12
309,PROD-085,Synchronized solution-oriented collaboration,2,72.47,0
309,PROD-009,Up-sized actuating portal,3,100.63,0.17
309,PROD-086,Balanced multi-state superstructure,3,54.63,0
309,PROD-081,Grass-roots discrete parallelism,3,80.47,0
309,PROD-122,Advanced motivating complexity,3,92.81,0.07
310,PROD-025,Fundamental zero administration workforce,3,90.61,0.01
310,PROD-189,Mandatory fresh-thinking framework,1,30.53,0.02
310,PROD-121,Ergonomic directional circuit,1,31.42,0
310,PROD-161,Reduced heuristic focus group,2,23.6,0
310,PROD-028,Sharable scalable time-frame,2,104.12,0
311,PROD-166,Multi-channeled disintermediate firmware,3,48.53,0.13
311,PROD-112,Profound executive model,1,59.63,0.08
